=1+9+2,12,12,yes,A,0,2,768,804,767,803,735,664,803,559,736,665,841,700,735,840,736,595,,664,735,596,
=1+9+3,13,13,yes,A,0,2,699,944,665,628,804,700,560,595,560,628,804,628,628,664,768,559,596,561,872,596,664
=2+1+9,12,12,yes,A,0,2,805,1431,699,701,664,805,523,596,736,664,736,664,700,700,596,805,737,664,909,628,664
=2+3+6,11,11,yes,A,0,2,805,907,840,944,596,975,628,628,596,523,213,736,,524,559,524,628,561,804,525,524
=2+3+7,12,12,yes,A,0,2,737,628,701,804,804,872,,699,628,907,700,664,735,803,839,525,767,735,736,561,559
=2+5+6,13,13,yes,A,0,2,871,872,665,736,699,700,596,524,700,629,768,664,664,628,736,525,561,804,,492,595
=2+7+1,10,10,yes,A,0,2,767,736,560,736,768,1431,737,491,663,700,628,,628,560,700,596,560,664,945,492,628
=2+8+3,13,13,yes,A,0,2,735,700,737,664,628,,596,524,596,596,629,561,628,737,597,523,595,737,804,523,597
=3+1+5,9,9,yes,A,0,2,628,664,596,767,524,735,628,559,664,596,736,628,628,596,,525,523,595,,524,664
=3+1+7,11,11,yes,A,0,2,944,804,595,628,664,907,736,561,700,524,700,664,628,561,768,596,596,560,975,561,596
=3+2+5,10,10,yes,A,0,2,664,628,,1012,,1013,559,701,701,560,737,907,664,596,628,524,456,804,,524,492
=3+4+2,9,9,yes,A,0,2,628,736,597,456,561,1152,560,492,596,523,595,596,561,524,908,492,,,944,523,628
=3+5+4,12,12,yes,A,0,2,736,872,735,872,596,872,664,560,737,560,1084,663,700,559,841,524,628,736,700,664,560
=3+5+6,14,14,yes,A,0,2,872,737,840,700,596,699,596,492,560,736,,560,627,597,805,524,492,736,804,559,560
=3+6+2,11,11,yes,A,0,2,840,664,805,560,737,,628,524,664,628,768,628,700,664,769,628,559,768,872,628,596
=3+7+2,12,12,yes,A,0,2,737,700,664,768,804,872,700,493,736,628,595,596,,,804,560,628,597,,525,629
=4+1+7,12,12,yes,A,0,2,840,872,769,841,840,736,595,524,492,597,736,560,737,664,628,524,628,596,735,596,736
=4+1+8,13,13,yes,A,0,2,664,736,,805,664,664,664,559,383,596,663,560,700,595,664,595,596,735,664,596,596
=4+3+2,9,9,yes,A,0,2,700,700,700,1012,700,737,663,456,561,596,1011,596,664,700,700,561,597,700,841,524,420
=4+6+1,11,11,yes,A,0,2,700,767,628,628,491,804,736,175,736,595,664,595,628,803,737,596,628,597,768,492,944
=4+6+2,12,12,yes,A,0,2,768,524,735,700,664,1432,628,595,804,768,805,700,736,628,804,524,700,456,803,560,700
=4+6+3,13,13,yes,A,0,2,873,737,1048,700,700,840,840,840,596,700,628,664,664,628,769,492,596,665,840,524,
=5+1+3,9,9,yes,A,0,2,664,804,701,664,664,1084,559,559,596,560,664,735,597,628,665,560,560,737,768,560,628
=5+1+4,10,10,yes,A,0,2,559,596,664,664,628,701,596,767,664,595,699,664,628,595,701,596,561,560,,456,560
=5+1+6,12,12,yes,A,0,2,700,975,735,735,700,735,700,491,700,840,1084,700,664,628,804,701,736,804,840,596,700
=5+2+4,11,11,yes,A,0,2,736,664,664,944,664,804,628,803,736,629,736,664,628,559,628,596,664,561,700,561,560
=5+4+1,10,10,yes,A,0,2,664,,,944,872,559,596,560,628,628,596,,628,596,596,560,596,665,664,456,
=6+1+2,9,9,yes,A,0,2,804,768,664,736,664,945,524,560,597,523,803,701,523,664,768,493,595,628,736,420,628
=6+4+1,11,11,yes,A,0,2,804,735,872,872,,977,525,804,803,628,701,596,701,596,664,596,560,700,840,456,805
=6+5+1,12,12,yes,A,0,2,736,840,804,664,664,944,736,492,628,596,872,561,735,664,805,596,804,699,976,595,560
=7+1+3,11,11,yes,A,0,2,805,872,629,736,700,,735,524,596,523,628,560,596,664,,767,561,628,908,1116,560
=7+1+4,12,12,yes,A,0,2,976,803,664,908,768,700,596,628,804,664,803,664,664,664,736,559,559,700,803,664,840
=7+1+5,13,13,yes,A,0,2,804,1536,700,664,664,664,628,492,628,736,700,525,597,560,701,456,595,840,1433,456,737
=7+2+1,10,10,yes,A,0,2,664,596,560,664,595,664,596,524,628,628,700,597,628,560,735,492,700,559,596,457,664
=8+2+1,11,11,yes,A,0,2,769,908,628,664,805,976,664,524,736,559,872,943,596,840,736,561,561,523,699,456,596
=8+2+4,14,14,yes,A,0,2,559,700,737,700,663,596,699,596,596,700,769,735,560,596,840,456,560,664,976,492,595
=3-2-1,0,2,no,S,-2,2,737,908,736,909,596,840,699,525,664,595,804,664,664,840,700,561,664,736,944,560,628
=4-1-3,0,5,no,S,-5,2,664,699,736,700,700,840,596,560,664,559,,559,628,664,560,492,628,700,737,492,491
=5-2-3,0,1,no,S,-1,2,736,872,736,700,597,908,628,560,700,628,628,,700,1116,628,628,629,664,736,456,596
=5-4-1,0,3,no,S,-3,2,736,804,595,628,628,768,769,524,664,,628,595,628,700,561,456,560,628,1084,420,560
=6-1-5,0,4,no,S,-4,2,664,1084,597,664,628,596,700,560,628,596,737,560,523,804,560,456,559,628,945,420,735
=6-2-1,3,0,no,S,3,2,664,872,907,804,596,595,908,420,596,664,768,492,628,805,628,420,560,664,908,664,665
=6-2-3,1,0,no,S,1,2,699,944,628,839,699,804,595,492,768,595,944,596,559,701,663,492,595,700,1048,492,559
=6-2-4,0,1,no,S,-1,2,737,976,525,769,699,1220,559,248,628,491,,700,736,700,664,597,664,701,908,491,840
=6-3-1,2,0,no,S,2,2,628,839,664,735,524,628,493,456,559,596,627,664,560,840,628,561,700,909,767,561,841
=7-2-1,4,0,no,S,4,2,664,523,663,736,701,700,559,493,524,248,664,524,456,736,559,628,456,700,768,,524
=7-3-4,0,2,no,S,-2,2,700,804,839,664,596,,736,596,871,627,456,735,664,840,596,595,596,737,1188,596,804
=7-4-1,2,0,no,S,2,2,628,944,524,768,596,700,664,456,596,596,560,559,492,908,628,385,560,595,664,524,737
=7-4-2,1,0,no,S,1,2,700,944,736,628,664,700,,384,560,663,1187,596,523,840,596,384,560,700,804,492,700
=7-5-2,0,1,no,S,-1,2,735,840,523,804,596,943,804,523,559,595,975,664,700,664,492,524,663,803,,420,559
=7-6-1,0,2,no,S,-2,2,736,1116,767,768,595,1116,700,597,736,596,804,1189,736,872,701,595,523,736,909,560,735
=8-1-4,3,2,no,S,1,2,841,872,664,736,596,,525,492,524,840,736,700,596,768,664,560,561,803,873,597,700
=8-2-1,5,0,no,S,5,2,664,943,736,700,596,944,628,525,597,597,840,455,561,840,628,456,523,803,908,383,560
=8-2-6,0,1,no,S,-1,2,737,977,525,664,737,872,840,560,559,560,840,595,665,872,736,628,456,840,628,420,840
=8-3-1,4,0,no,S,4,2,,737,700,596,628,596,596,492,665,596,700,560,420,769,700,385,560,736,,492,523
=8-3-4,1,0,no,S,1,2,664,840,872,769,525,664,664,492,627,596,1152,560,523,736,560,524,525,664,841,420,700
=8-5-1,2,0,no,S,2,2,700,1012,872,736,736,664,872,456,628,595,,,595,595,596,456,596,736,839,456,736
=8-5-2,1,6,no,S,-5,2,,,736,665,700,805,664,596,805,561,523,456,804,840,628,628,492,628,872,596,700
=8-5-3,0,1,no,S,-1,2,699,839,840,804,871,700,628,628,664,596,769,803,,944,664,561,492,700,976,596,736
=8-7-1,0,4,no,S,-4,2,596,804,664,700,,944,699,492,,559,1189,736,628,768,735,421,628,664,872,457,560
=9-1-3,5,0,no,S,5,2,628,908,629,627,596,841,768,456,628,597,1292,561,735,700,628,525,456,700,872,456,665
=9-1-5,3,0,no,S,3,2,628,1115,629,700,525,804,561,456,560,628,840,561,523,700,596,420,664,736,804,456,804
=9-1-6,2,4,no,S,-2,2,595,872,628,735,628,804,596,595,736,595,736,561,559,,525,492,560,628,737,456,595
=9-2-1,6,3,no,S,3,2,737,872,768,596,735,735,700,596,629,628,,664,596,525,561,456,560,664,841,560,628
=9-2-7,0,1,no,S,-1,2,736,1047,804,805,628,1011,664,664,664,736,803,523,737,840,701,456,525,628,700,420,841
=9-3-2,4,0,no,S,4,2,,736,596,840,664,840,664,700,,597,628,628,561,804,840,735,420,493,804,317,840
=9-3-4,2,0,no,S,2,2,596,735,664,872,560,977,,560,596,664,456,803,523,699,805,456,525,664,944,420,524
=9-3-5,1,0,no,S,1,2,561,,628,664,627,736,523,493,524,560,596,840,,664,524,352,700,628,736,456,595
=9-3-6,0,2,no,S,-2,2,841,944,840,596,628,908,735,525,735,596,736,736,737,840,628,,664,595,700,560,664
=9-4-2,3,0,no,S,3,2,700,909,736,737,700,768,628,559,664,596,,736,700,872,767,385,560,560,700,384,628
=9-4-5,0,3,no,S,-3,2,,737,664,560,595,1084,560,664,524,353,699,595,559,737,492,596,701,768,629,420,559
=9-6-2,1,5,no,S,-4,2,700,804,736,872,629,768,664,597,596,628,525,664,596,699,491,492,525,561,908,212,628
=9-8-1,0,3,no,S,-3,2,664,908,700,559,628,700,840,664,628,597,352,559,803,700,493,664,523,524,,596,664
=3-1-2,0,0,yes,S,0,2,628,700,,561,597,700,559,595,664,595,,597,596,664,559,456,492,840,,420,561
=4-3-1,0,0,yes,S,0,2,804,769,664,805,737,596,804,383,736,597,524,420,456,700,559,456,456,700,840,524,596
=5-1-4,0,0,yes,S,0,2,872,804,700,701,559,597,700,523,560,628,524,768,628,768,523,385,523,664,,384,491
=5-3-2,0,0,yes,S,0,2,627,1012,737,664,628,804,524,560,628,628,492,523,596,664,665,456,561,872,841,384,456
=6-1-2,3,3,yes,S,0,2,597,664,737,561,628,1188,664,492,628,559,384,524,596,700,559,596,596,597,804,492,628
=6-1-3,2,2,yes,S,0,2,737,908,663,700,664,872,699,559,700,840,700,628,872,840,736,559,664,664,840,525,628
=6-3-2,1,1,yes,S,0,2,908,737,805,736,628,872,628,559,628,492,804,804,700,944,561,596,664,664,1048,420,909
=6-4-2,0,0,yes,S,0,2,664,664,596,977,699,,737,628,701,663,1257,491,628,,492,352,524,596,1115,456,597
=6-5-1,0,0,yes,S,0,2,628,665,804,700,491,943,664,560,561,596,596,456,492,767,700,492,523,560,664,456,664
=7-1-2,4,4,yes,S,0,2,596,700,735,701,737,768,735,595,597,596,664,492,596,805,628,524,523,804,945,491,595
=7-1-4,2,2,yes,S,0,2,871,841,768,628,628,945,,560,560,736,735,700,699,804,596,525,664,736,872,419,736
=7-1-6,0,0,yes,S,0,2,664,737,596,628,664,872,735,456,595,524,560,735,628,664,596,456,596,596,736,492,595
=7-2-4,1,1,yes,S,0,2,769,,735,767,700,768,735,664,664,700,,524,560,907,561,559,456,700,768,492,872
=7-2-5,0,0,yes,S,0,2,561,,840,700,664,664,561,492,699,560,596,524,456,665,560,352,628,803,,420,701
=7-4-3,0,0,yes,S,0,2,664,1189,804,735,525,908,596,492,700,700,560,456,456,596,627,420,561,768,664,420,628
=8-1-2,5,5,yes,S,0,2,,804,597,700,561,805,628,560,524,664,492,628,664,840,628,628,561,596,840,524,596
=8-1-3,4,4,yes,S,0,2,628,1013,700,596,524,804,768,491,596,628,596,,559,839,524,456,493,664,841,456,664
=8-1-5,2,2,yes,S,0,2,767,909,803,736,664,1084,736,560,735,628,804,664,560,803,456,561,560,804,804,628,767
=8-1-7,0,0,yes,S,0,2,663,976,628,628,735,839,804,491,559,560,664,595,493,736,664,383,525,664,804,384,664
=8-2-5,1,1,yes,S,0,2,737,,872,628,699,,,525,561,560,840,700,737,872,523,597,524,699,872,456,735
=8-3-5,0,0,yes,S,0,2,525,,628,700,596,700,560,420,700,628,628,700,456,804,561,420,,595,664,492,595
=8-4-1,3,3,yes,S,0,2,839,737,805,628,628,597,596,560,524,595,628,560,,700,525,492,492,596,871,492,804
=8-4-3,1,1,yes,S,0,2,736,803,909,803,664,628,803,595,664,524,664,736,664,627,737,596,492,699,700,456,767
=8-6-2,0,0,yes,S,0,2,596,768,597,840,628,840,525,524,596,664,523,456,492,,664,316,524,736,872,456,492
=9-1-2,6,6,yes,S,0,2,664,1047,804,804,596,736,664,524,596,560,,767,,737,768,523,596,664,872,456,664
=9-1-8,0,0,yes,S,0,2,560,944,701,872,,767,596,101,767,664,699,492,,803,596,456,525,492,737,492,628
=9-2-3,4,4,yes,S,0,2,596,804,909,664,700,1188,628,560,628,595,700,525,523,768,524,492,595,664,736,597,872
=9-2-4,3,3,yes,S,0,2,664,840,628,560,596,1048,737,420,767,559,736,840,840,700,628,456,664,664,1084,525,804
=9-2-6,1,1,yes,S,0,2,769,872,737,561,805,,,596,492,560,737,735,976,456,872,456,492,699,768,420,1048
=9-3-1,5,5,yes,S,0,2,736,768,737,628,664,840,805,524,664,627,736,492,628,596,628,561,597,628,805,492,
=9-4-3,2,2,yes,S,0,2,804,841,804,769,700,840,736,,805,768,908,664,595,840,664,559,492,805,1048,420,664
=9-5-1,3,3,yes,S,0,2,595,768,628,596,597,664,,559,737,628,523,700,596,628,491,493,597,664,664,523,596
=9-5-3,1,1,yes,S,0,2,597,,768,664,664,1117,664,664,700,665,700,700,701,595,872,492,420,628,840,456,699
=9-5-4,0,0,yes,S,0,2,769,804,736,805,664,628,768,456,595,560,628,597,595,805,523,316,384,560,,456,805
=9-6-1,2,2,yes,S,0,2,736,872,627,737,803,768,595,491,700,664,804,628,699,873,596,596,595,663,840,559,700
=9-6-3,0,0,yes,S,0,2,524,908,872,735,559,664,664,492,908,559,664,559,561,944,560,420,,840,805,384,699
=9-7-2,0,0,yes,S,0,2,700,700,560,628,736,1013,560,525,628,595,,492,492,840,560,384,524,456,736,456,700
