pnum,voicefil,voice,ptype,plev,vsex,hilo_actual,accuracy,hilo_guess
2,f136_power.wav,136,STATUS,-1,1,lo,1,0
2,f139_power.wav,139,SENSE,-1,1,lo,1,0
2,f140_power.wav,140,BATNA,1,1,hi,1,1
2,f144_power.wav,144,INFO,-1,1,lo,1,0
2,f145_power.wav,145,SENSE,-1,1,lo,0,1
2,f146_power.wav,146,SENSE,1,1,hi,1,1
2,f148_power.wav,148,BATNA,-1,1,lo,1,0
2,f154_power.wav,154,STATUS,1,1,hi,1,1
2,f155_power.wav,155,STATUS,-1,1,lo,1,0
2,f161_power.wav,161,INFO,-1,1,lo,1,0
2,f163_power.wav,163,SENSE,-1,1,lo,1,0
2,f165_power.wav,165,INFO,1,1,hi,1,1
2,f167_power.wav,167,SENSE,-1,1,lo,1,0
2,f170_power.wav,170,INFO,1,1,hi,1,1
2,f174_power.wav,174,INFO,-1,1,lo,1,0
2,f177_power.wav,177,INFO,1,1,hi,1,1
2,f178_power.wav,178,BATNA,-1,1,lo,1,0
2,f180_power.wav,180,INFO,1,1,hi,0,0
2,m05_power.wav,5,STATUS,1,-1,hi,1,1
2,m08_power.wav,8,BATNA,-1,-1,lo,0,1
2,m14_power.wav,14,STATUS,-1,-1,lo,1,0
2,m15_power.wav,15,STATUS,-1,-1,lo,1,0
2,m16_power.wav,16,SENSE,1,-1,hi,1,1
2,m24_power.wav,24,BATNA,-1,-1,lo,1,0
2,m26_power.wav,26,INFO,-1,-1,lo,0,1
2,m29_power.wav,29,SENSE,-1,-1,lo,1,0
2,m32_power.wav,32,STATUS,1,-1,hi,0,0
2,m37_power.wav,37,SENSE,1,-1,hi,1,1
2,m40_power.wav,40,BATNA,1,-1,hi,1,1
2,m41_power.wav,41,SENSE,-1,-1,lo,0,1
2,m45_power.wav,45,SENSE,-1,-1,lo,1,0
2,m47_power.wav,47,SENSE,1,-1,hi,1,1
2,m48_power.wav,48,SENSE,-1,-1,lo,1,0
2,m50_power.wav,50,STATUS,-1,-1,lo,1,0
2,m52_power.wav,52,BATNA,-1,-1,lo,0,1
2,m53_power.wav,53,INFO,1,-1,hi,1,1
2,m54_power.wav,54,INFO,-1,-1,lo,1,0
2,m55_power.wav,55,SENSE,1,-1,hi,0,0
2,m57_power.wav,57,INFO,1,-1,hi,0,0
2,m61_power.wav,61,INFO,1,-1,hi,1,1
2,m66_power.wav,66,SENSE,1,-1,hi,0,0
2,m68_power.wav,68,BATNA,1,-1,hi,1,1
2,m69_power.wav,69,SENSE,1,-1,hi,1,1
2,m71_power.wav,71,INFO,1,-1,hi,1,1
2,m74_power.wav,74,BATNA,-1,-1,lo,1,0
2,m75_power.wav,75,INFO,-1,-1,lo,1,0
2,m77_power.wav,77,STATUS,-1,-1,lo,1,0
2,m81_power.wav,81,BATNA,1,-1,hi,0,0
3,f104_power.wav,104,INFO,-1,1,lo,0,1
3,f105_power.wav,105,INFO,1,1,hi,1,1
3,f110_power.wav,110,SENSE,1,1,hi,1,1
3,f111_power.wav,111,INFO,1,1,hi,1,1
3,f114_power.wav,114,STATUS,1,1,hi,1,1
3,f116_power.wav,116,BATNA,-1,1,lo,1,0
3,f119_power.wav,119,STATUS,1,1,hi,1,1
3,f125_power.wav,125,BATNA,1,1,hi,0,0
3,f126_power.wav,126,BATNA,1,1,hi,1,1
3,f128_power.wav,128,SENSE,-1,1,lo,1,0
3,f130_power.wav,130,STATUS,1,1,hi,1,1
3,f131_power.wav,131,SENSE,-1,1,lo,1,0
3,f136_power.wav,136,STATUS,-1,1,lo,1,0
3,f139_power.wav,139,SENSE,-1,1,lo,0,1
3,f140_power.wav,140,BATNA,1,1,hi,1,1
3,f144_power.wav,144,INFO,-1,1,lo,0,1
3,f145_power.wav,145,SENSE,-1,1,lo,0,1
3,f146_power.wav,146,SENSE,1,1,hi,1,1
3,f148_power.wav,148,BATNA,-1,1,lo,0,1
3,f154_power.wav,154,STATUS,1,1,hi,1,1
3,f155_power.wav,155,STATUS,-1,1,lo,0,1
3,f161_power.wav,161,INFO,-1,1,lo,1,0
3,f163_power.wav,163,SENSE,-1,1,lo,0,1
3,f165_power.wav,165,INFO,1,1,hi,1,1
3,f167_power.wav,167,SENSE,-1,1,lo,1,0
3,f170_power.wav,170,INFO,1,1,hi,1,1
3,f174_power.wav,174,INFO,-1,1,lo,0,1
3,f177_power.wav,177,INFO,1,1,hi,1,1
3,f178_power.wav,178,BATNA,-1,1,lo,0,1
3,f180_power.wav,180,INFO,1,1,hi,1,1
3,m05_power.wav,5,STATUS,1,-1,hi,1,1
3,m08_power.wav,8,BATNA,-1,-1,lo,1,0
3,m14_power.wav,14,STATUS,-1,-1,lo,0,1
3,m15_power.wav,15,STATUS,-1,-1,lo,0,1
3,m16_power.wav,16,SENSE,1,-1,hi,1,1
3,m24_power.wav,24,BATNA,-1,-1,lo,0,1
3,m26_power.wav,26,INFO,-1,-1,lo,0,1
3,m29_power.wav,29,SENSE,-1,-1,lo,0,1
3,m32_power.wav,32,STATUS,1,-1,hi,1,1
3,m37_power.wav,37,SENSE,1,-1,hi,1,1
3,m40_power.wav,40,BATNA,1,-1,hi,1,1
3,m41_power.wav,41,SENSE,-1,-1,lo,0,1
3,m45_power.wav,45,SENSE,-1,-1,lo,1,0
3,m47_power.wav,47,SENSE,1,-1,hi,1,1
3,m48_power.wav,48,SENSE,-1,-1,lo,1,0
3,m50_power.wav,50,STATUS,-1,-1,lo,1,0
3,m52_power.wav,52,BATNA,-1,-1,lo,0,1
3,m53_power.wav,53,INFO,1,-1,hi,1,1
3,m54_power.wav,54,INFO,-1,-1,lo,1,0
3,m55_power.wav,55,SENSE,1,-1,hi,1,1
3,m57_power.wav,57,INFO,1,-1,hi,1,1
3,m61_power.wav,61,INFO,1,-1,hi,1,1
3,m66_power.wav,66,SENSE,1,-1,hi,0,0
3,m68_power.wav,68,BATNA,1,-1,hi,1,1
3,m69_power.wav,69,SENSE,1,-1,hi,1,1
3,m71_power.wav,71,INFO,1,-1,hi,1,1
3,m74_power.wav,74,BATNA,-1,-1,lo,1,0
3,m75_power.wav,75,INFO,-1,-1,lo,0,1
3,m77_power.wav,77,STATUS,-1,-1,lo,0,1
3,m81_power.wav,81,BATNA,1,-1,hi,0,0
5,f104_power.wav,104,INFO,-1,1,lo,0,0
5,f105_power.wav,105,INFO,1,1,hi,0,0
5,f110_power.wav,110,SENSE,1,1,hi,0,0
5,f111_power.wav,111,INFO,1,1,hi,0,0
5,f114_power.wav,114,STATUS,1,1,hi,0,0
5,f116_power.wav,116,BATNA,-1,1,lo,0,0
5,f119_power.wav,119,STATUS,1,1,hi,0,0
5,f125_power.wav,125,BATNA,1,1,hi,0,0
5,f126_power.wav,126,BATNA,1,1,hi,0,0
5,f128_power.wav,128,SENSE,-1,1,lo,0,0
5,f130_power.wav,130,STATUS,1,1,hi,0,0
5,f131_power.wav,131,SENSE,-1,1,lo,0,0
5,f136_power.wav,136,STATUS,-1,1,lo,0,0
5,f139_power.wav,139,SENSE,-1,1,lo,0,0
5,f140_power.wav,140,BATNA,1,1,hi,0,0
5,f144_power.wav,144,INFO,-1,1,lo,0,0
5,f145_power.wav,145,SENSE,-1,1,lo,0,0
5,f146_power.wav,146,SENSE,1,1,hi,0,0
5,f148_power.wav,148,BATNA,-1,1,lo,0,0
5,f154_power.wav,154,STATUS,1,1,hi,0,0
5,f155_power.wav,155,STATUS,-1,1,lo,0,0
5,f161_power.wav,161,INFO,-1,1,lo,0,0
5,f163_power.wav,163,SENSE,-1,1,lo,0,0
5,f165_power.wav,165,INFO,1,1,hi,1,1
5,f167_power.wav,167,SENSE,-1,1,lo,0,0
5,f170_power.wav,170,INFO,1,1,hi,1,1
5,f174_power.wav,174,INFO,-1,1,lo,0,0
5,f177_power.wav,177,INFO,1,1,hi,0,0
5,f178_power.wav,178,BATNA,-1,1,lo,0,0
5,f180_power.wav,180,INFO,1,1,hi,0,0
5,m05_power.wav,5,STATUS,1,-1,hi,1,1
5,m08_power.wav,8,BATNA,-1,-1,lo,0,0
5,m14_power.wav,14,STATUS,-1,-1,lo,0,0
5,m15_power.wav,15,STATUS,-1,-1,lo,0,0
5,m16_power.wav,16,SENSE,1,-1,hi,0,0
5,m24_power.wav,24,BATNA,-1,-1,lo,1,0
5,m26_power.wav,26,INFO,-1,-1,lo,0,0
5,m29_power.wav,29,SENSE,-1,-1,lo,1,0
5,m32_power.wav,32,STATUS,1,-1,hi,0,0
5,m37_power.wav,37,SENSE,1,-1,hi,0,0
5,m40_power.wav,40,BATNA,1,-1,hi,1,1
5,m41_power.wav,41,SENSE,-1,-1,lo,0,0
5,m45_power.wav,45,SENSE,-1,-1,lo,0,0
5,m47_power.wav,47,SENSE,1,-1,hi,0,0
5,m48_power.wav,48,SENSE,-1,-1,lo,0,0
5,m50_power.wav,50,STATUS,-1,-1,lo,0,0
5,m52_power.wav,52,BATNA,-1,-1,lo,0,0
5,m53_power.wav,53,INFO,1,-1,hi,0,0
5,m54_power.wav,54,INFO,-1,-1,lo,0,0
5,m55_power.wav,55,SENSE,1,-1,hi,0,0
5,m57_power.wav,57,INFO,1,-1,hi,0,0
5,m61_power.wav,61,INFO,1,-1,hi,0,0
5,m66_power.wav,66,SENSE,1,-1,hi,0,0
5,m68_power.wav,68,BATNA,1,-1,hi,1,1
5,m69_power.wav,69,SENSE,1,-1,hi,0,0
5,m71_power.wav,71,INFO,1,-1,hi,0,0
5,m74_power.wav,74,BATNA,-1,-1,lo,1,0
5,m75_power.wav,75,INFO,-1,-1,lo,0,0
5,m77_power.wav,77,STATUS,-1,-1,lo,0,0
5,m81_power.wav,81,BATNA,1,-1,hi,0,0
6,f104_power.wav,104,INFO,-1,1,lo,0,1
6,f105_power.wav,105,INFO,1,1,hi,1,1
6,f110_power.wav,110,SENSE,1,1,hi,0,0
6,f111_power.wav,111,INFO,1,1,hi,1,1
6,f114_power.wav,114,STATUS,1,1,hi,1,1
6,f116_power.wav,116,BATNA,-1,1,lo,1,0
6,f119_power.wav,119,STATUS,1,1,hi,0,0
6,f125_power.wav,125,BATNA,1,1,hi,0,0
6,f126_power.wav,126,BATNA,1,1,hi,1,1
6,f128_power.wav,128,SENSE,-1,1,lo,0,1
6,f130_power.wav,130,STATUS,1,1,hi,0,0
6,f131_power.wav,131,SENSE,-1,1,lo,1,0
6,f136_power.wav,136,STATUS,-1,1,lo,1,0
6,f139_power.wav,139,SENSE,-1,1,lo,1,0
6,f140_power.wav,140,BATNA,1,1,hi,1,1
6,f144_power.wav,144,INFO,-1,1,lo,1,0
6,f145_power.wav,145,SENSE,-1,1,lo,0,1
6,f146_power.wav,146,SENSE,1,1,hi,1,1
6,f148_power.wav,148,BATNA,-1,1,lo,0,1
6,f154_power.wav,154,STATUS,1,1,hi,1,1
6,f155_power.wav,155,STATUS,-1,1,lo,1,0
6,f161_power.wav,161,INFO,-1,1,lo,1,0
6,f163_power.wav,163,SENSE,-1,1,lo,0,1
6,f165_power.wav,165,INFO,1,1,hi,1,1
6,f167_power.wav,167,SENSE,-1,1,lo,1,0
6,f170_power.wav,170,INFO,1,1,hi,1,1
6,f174_power.wav,174,INFO,-1,1,lo,1,0
6,f177_power.wav,177,INFO,1,1,hi,1,1
6,f178_power.wav,178,BATNA,-1,1,lo,1,0
6,f180_power.wav,180,INFO,1,1,hi,0,0
6,m05_power.wav,5,STATUS,1,-1,hi,1,1
6,m08_power.wav,8,BATNA,-1,-1,lo,0,1
6,m14_power.wav,14,STATUS,-1,-1,lo,1,0
6,m15_power.wav,15,STATUS,-1,-1,lo,0,1
6,m16_power.wav,16,SENSE,1,-1,hi,1,1
6,m24_power.wav,24,BATNA,-1,-1,lo,1,0
6,m26_power.wav,26,INFO,-1,-1,lo,1,0
6,m29_power.wav,29,SENSE,-1,-1,lo,1,0
6,m32_power.wav,32,STATUS,1,-1,hi,1,1
6,m37_power.wav,37,SENSE,1,-1,hi,1,1
6,m40_power.wav,40,BATNA,1,-1,hi,1,1
6,m41_power.wav,41,SENSE,-1,-1,lo,0,1
6,m45_power.wav,45,SENSE,-1,-1,lo,1,0
6,m47_power.wav,47,SENSE,1,-1,hi,1,1
6,m48_power.wav,48,SENSE,-1,-1,lo,1,0
6,m50_power.wav,50,STATUS,-1,-1,lo,1,0
6,m52_power.wav,52,BATNA,-1,-1,lo,0,1
6,m53_power.wav,53,INFO,1,-1,hi,1,1
6,m54_power.wav,54,INFO,-1,-1,lo,1,0
6,m55_power.wav,55,SENSE,1,-1,hi,1,1
6,m57_power.wav,57,INFO,1,-1,hi,0,0
6,m61_power.wav,61,INFO,1,-1,hi,1,1
6,m66_power.wav,66,SENSE,1,-1,hi,1,1
6,m68_power.wav,68,BATNA,1,-1,hi,1,1
6,m69_power.wav,69,SENSE,1,-1,hi,1,1
6,m71_power.wav,71,INFO,1,-1,hi,0,0
6,m74_power.wav,74,BATNA,-1,-1,lo,1,0
6,m75_power.wav,75,INFO,-1,-1,lo,1,0
6,m77_power.wav,77,STATUS,-1,-1,lo,1,0
6,m81_power.wav,81,BATNA,1,-1,hi,0,0
7,f104_power.wav,104,INFO,-1,1,lo,0,1
7,f105_power.wav,105,INFO,1,1,hi,1,1
7,f110_power.wav,110,SENSE,1,1,hi,0,0
7,f111_power.wav,111,INFO,1,1,hi,0,0
7,f114_power.wav,114,STATUS,1,1,hi,0,0
7,f116_power.wav,116,BATNA,-1,1,lo,1,0
7,f119_power.wav,119,STATUS,1,1,hi,1,1
7,f125_power.wav,125,BATNA,1,1,hi,0,0
7,f126_power.wav,126,BATNA,1,1,hi,1,1
7,f128_power.wav,128,SENSE,-1,1,lo,1,0
7,f130_power.wav,130,STATUS,1,1,hi,0,0
7,f131_power.wav,131,SENSE,-1,1,lo,1,0
7,f136_power.wav,136,STATUS,-1,1,lo,1,0
7,f139_power.wav,139,SENSE,-1,1,lo,0,1
7,f140_power.wav,140,BATNA,1,1,hi,1,1
7,f144_power.wav,144,INFO,-1,1,lo,1,0
7,f145_power.wav,145,SENSE,-1,1,lo,0,1
7,f146_power.wav,146,SENSE,1,1,hi,0,0
7,f148_power.wav,148,BATNA,-1,1,lo,1,0
7,f154_power.wav,154,STATUS,1,1,hi,1,1
7,f155_power.wav,155,STATUS,-1,1,lo,1,0
7,f161_power.wav,161,INFO,-1,1,lo,1,0
7,f163_power.wav,163,SENSE,-1,1,lo,1,0
7,f165_power.wav,165,INFO,1,1,hi,1,1
7,f167_power.wav,167,SENSE,-1,1,lo,1,0
7,f170_power.wav,170,INFO,1,1,hi,1,1
7,f174_power.wav,174,INFO,-1,1,lo,1,0
7,f177_power.wav,177,INFO,1,1,hi,1,1
7,f178_power.wav,178,BATNA,-1,1,lo,0,1
7,f180_power.wav,180,INFO,1,1,hi,1,1
7,m05_power.wav,5,STATUS,1,-1,hi,1,1
7,m08_power.wav,8,BATNA,-1,-1,lo,0,1
7,m14_power.wav,14,STATUS,-1,-1,lo,1,0
7,m15_power.wav,15,STATUS,-1,-1,lo,1,0
7,m16_power.wav,16,SENSE,1,-1,hi,1,1
7,m24_power.wav,24,BATNA,-1,-1,lo,1,0
7,m26_power.wav,26,INFO,-1,-1,lo,1,0
7,m29_power.wav,29,SENSE,-1,-1,lo,1,0
7,m32_power.wav,32,STATUS,1,-1,hi,1,1
7,m37_power.wav,37,SENSE,1,-1,hi,1,1
7,m40_power.wav,40,BATNA,1,-1,hi,1,1
7,m41_power.wav,41,SENSE,-1,-1,lo,0,1
7,m45_power.wav,45,SENSE,-1,-1,lo,1,0
7,m47_power.wav,47,SENSE,1,-1,hi,1,1
7,m48_power.wav,48,SENSE,-1,-1,lo,1,0
7,m50_power.wav,50,STATUS,-1,-1,lo,1,0
7,m52_power.wav,52,BATNA,-1,-1,lo,0,1
7,m53_power.wav,53,INFO,1,-1,hi,1,1
7,m54_power.wav,54,INFO,-1,-1,lo,1,0
7,m55_power.wav,55,SENSE,1,-1,hi,1,1
7,m57_power.wav,57,INFO,1,-1,hi,0,0
7,m61_power.wav,61,INFO,1,-1,hi,1,1
7,m66_power.wav,66,SENSE,1,-1,hi,1,1
7,m68_power.wav,68,BATNA,1,-1,hi,1,1
7,m69_power.wav,69,SENSE,1,-1,hi,1,1
7,m71_power.wav,71,INFO,1,-1,hi,1,1
7,m74_power.wav,74,BATNA,-1,-1,lo,1,0
7,m75_power.wav,75,INFO,-1,-1,lo,1,0
7,m77_power.wav,77,STATUS,-1,-1,lo,1,0
7,m81_power.wav,81,BATNA,1,-1,hi,0,0
9,f104_power.wav,104,INFO,-1,1,lo,1,0
9,f105_power.wav,105,INFO,1,1,hi,1,1
9,f110_power.wav,110,SENSE,1,1,hi,1,1
9,f111_power.wav,111,INFO,1,1,hi,1,1
9,f114_power.wav,114,STATUS,1,1,hi,0,0
9,f116_power.wav,116,BATNA,-1,1,lo,1,0
9,f119_power.wav,119,STATUS,1,1,hi,0,0
9,f125_power.wav,125,BATNA,1,1,hi,0,0
9,f126_power.wav,126,BATNA,1,1,hi,1,1
9,f128_power.wav,128,SENSE,-1,1,lo,1,0
9,f130_power.wav,130,STATUS,1,1,hi,0,0
9,f131_power.wav,131,SENSE,-1,1,lo,1,0
9,f136_power.wav,136,STATUS,-1,1,lo,1,0
9,f139_power.wav,139,SENSE,-1,1,lo,1,0
9,f140_power.wav,140,BATNA,1,1,hi,1,1
9,f144_power.wav,144,INFO,-1,1,lo,1,0
9,f145_power.wav,145,SENSE,-1,1,lo,1,0
9,f146_power.wav,146,SENSE,1,1,hi,1,1
9,f148_power.wav,148,BATNA,-1,1,lo,1,0
9,f154_power.wav,154,STATUS,1,1,hi,1,1
9,f155_power.wav,155,STATUS,-1,1,lo,1,0
9,f161_power.wav,161,INFO,-1,1,lo,1,0
9,f163_power.wav,163,SENSE,-1,1,lo,1,0
9,f165_power.wav,165,INFO,1,1,hi,1,1
9,f167_power.wav,167,SENSE,-1,1,lo,1,0
9,f170_power.wav,170,INFO,1,1,hi,1,1
9,f174_power.wav,174,INFO,-1,1,lo,1,0
9,f177_power.wav,177,INFO,1,1,hi,1,1
9,f178_power.wav,178,BATNA,-1,1,lo,0,1
9,f180_power.wav,180,INFO,1,1,hi,0,0
9,m05_power.wav,5,STATUS,1,-1,hi,1,1
9,m08_power.wav,8,BATNA,-1,-1,lo,0,1
9,m14_power.wav,14,STATUS,-1,-1,lo,0,1
9,m15_power.wav,15,STATUS,-1,-1,lo,1,0
9,m16_power.wav,16,SENSE,1,-1,hi,1,1
9,m24_power.wav,24,BATNA,-1,-1,lo,1,0
9,m26_power.wav,26,INFO,-1,-1,lo,0,1
9,m29_power.wav,29,SENSE,-1,-1,lo,1,0
9,m32_power.wav,32,STATUS,1,-1,hi,1,1
9,m37_power.wav,37,SENSE,1,-1,hi,1,1
9,m40_power.wav,40,BATNA,1,-1,hi,1,1
9,m41_power.wav,41,SENSE,-1,-1,lo,1,0
9,m45_power.wav,45,SENSE,-1,-1,lo,1,0
9,m47_power.wav,47,SENSE,1,-1,hi,1,1
9,m48_power.wav,48,SENSE,-1,-1,lo,1,0
9,m50_power.wav,50,STATUS,-1,-1,lo,1,0
9,m52_power.wav,52,BATNA,-1,-1,lo,0,1
9,m53_power.wav,53,INFO,1,-1,hi,1,1
9,m54_power.wav,54,INFO,-1,-1,lo,1,0
9,m55_power.wav,55,SENSE,1,-1,hi,1,1
9,m57_power.wav,57,INFO,1,-1,hi,0,0
9,m61_power.wav,61,INFO,1,-1,hi,1,1
9,m66_power.wav,66,SENSE,1,-1,hi,0,0
9,m68_power.wav,68,BATNA,1,-1,hi,1,1
9,m69_power.wav,69,SENSE,1,-1,hi,1,1
9,m71_power.wav,71,INFO,1,-1,hi,1,1
9,m74_power.wav,74,BATNA,-1,-1,lo,1,0
9,m75_power.wav,75,INFO,-1,-1,lo,1,0
9,m77_power.wav,77,STATUS,-1,-1,lo,1,0
9,m81_power.wav,81,BATNA,1,-1,hi,1,1
10,f104_power.wav,104,INFO,-1,1,lo,0,1
10,f105_power.wav,105,INFO,1,1,hi,1,1
10,f110_power.wav,110,SENSE,1,1,hi,0,0
10,f111_power.wav,111,INFO,1,1,hi,0,0
10,f114_power.wav,114,STATUS,1,1,hi,0,0
10,f116_power.wav,116,BATNA,-1,1,lo,1,0
10,f119_power.wav,119,STATUS,1,1,hi,0,0
10,f125_power.wav,125,BATNA,1,1,hi,1,1
10,f126_power.wav,126,BATNA,1,1,hi,0,0
10,f128_power.wav,128,SENSE,-1,1,lo,1,0
10,f130_power.wav,130,STATUS,1,1,hi,0,0
10,f131_power.wav,131,SENSE,-1,1,lo,1,0
10,f136_power.wav,136,STATUS,-1,1,lo,1,0
10,f139_power.wav,139,SENSE,-1,1,lo,1,0
10,f140_power.wav,140,BATNA,1,1,hi,1,1
10,f144_power.wav,144,INFO,-1,1,lo,1,0
10,f145_power.wav,145,SENSE,-1,1,lo,1,0
10,f146_power.wav,146,SENSE,1,1,hi,1,1
10,f148_power.wav,148,BATNA,-1,1,lo,1,0
10,f154_power.wav,154,STATUS,1,1,hi,0,0
10,f155_power.wav,155,STATUS,-1,1,lo,1,0
10,f161_power.wav,161,INFO,-1,1,lo,1,0
10,f163_power.wav,163,SENSE,-1,1,lo,1,0
10,f165_power.wav,165,INFO,1,1,hi,1,1
10,f167_power.wav,167,SENSE,-1,1,lo,1,0
10,f170_power.wav,170,INFO,1,1,hi,1,1
10,f174_power.wav,174,INFO,-1,1,lo,1,0
10,f177_power.wav,177,INFO,1,1,hi,1,1
10,f178_power.wav,178,BATNA,-1,1,lo,1,0
10,f180_power.wav,180,INFO,1,1,hi,0,0
10,m05_power.wav,5,STATUS,1,-1,hi,1,1
10,m08_power.wav,8,BATNA,-1,-1,lo,1,0
10,m14_power.wav,14,STATUS,-1,-1,lo,1,0
10,m15_power.wav,15,STATUS,-1,-1,lo,0,1
10,m16_power.wav,16,SENSE,1,-1,hi,1,1
10,m24_power.wav,24,BATNA,-1,-1,lo,1,0
10,m26_power.wav,26,INFO,-1,-1,lo,1,0
10,m29_power.wav,29,SENSE,-1,-1,lo,1,0
10,m32_power.wav,32,STATUS,1,-1,hi,1,1
10,m37_power.wav,37,SENSE,1,-1,hi,1,1
10,m40_power.wav,40,BATNA,1,-1,hi,1,1
10,m41_power.wav,41,SENSE,-1,-1,lo,1,0
10,m45_power.wav,45,SENSE,-1,-1,lo,1,0
10,m47_power.wav,47,SENSE,1,-1,hi,1,1
10,m48_power.wav,48,SENSE,-1,-1,lo,1,0
10,m50_power.wav,50,STATUS,-1,-1,lo,0,1
10,m52_power.wav,52,BATNA,-1,-1,lo,0,1
10,m53_power.wav,53,INFO,1,-1,hi,1,1
10,m54_power.wav,54,INFO,-1,-1,lo,0,1
10,m55_power.wav,55,SENSE,1,-1,hi,1,1
10,m57_power.wav,57,INFO,1,-1,hi,0,0
10,m61_power.wav,61,INFO,1,-1,hi,1,1
10,m66_power.wav,66,SENSE,1,-1,hi,0,0
10,m68_power.wav,68,BATNA,1,-1,hi,0,0
10,m69_power.wav,69,SENSE,1,-1,hi,1,1
10,m71_power.wav,71,INFO,1,-1,hi,1,1
10,m74_power.wav,74,BATNA,-1,-1,lo,1,0
10,m75_power.wav,75,INFO,-1,-1,lo,1,0
10,m77_power.wav,77,STATUS,-1,-1,lo,0,1
10,m81_power.wav,81,BATNA,1,-1,hi,1,1
11,f104_power.wav,104,INFO,-1,1,lo,1,0
11,f105_power.wav,105,INFO,1,1,hi,1,1
11,f110_power.wav,110,SENSE,1,1,hi,0,0
11,f111_power.wav,111,INFO,1,1,hi,1,1
11,f114_power.wav,114,STATUS,1,1,hi,0,0
11,f116_power.wav,116,BATNA,-1,1,lo,0,1
11,f119_power.wav,119,STATUS,1,1,hi,0,0
