voicefil,pHN,pHP,pLN,pLP,cond,ptype,plev,vgender,vsex,voice,form_bmean,form_bvar,form_smean,form_svar,form_rmean,form_rvar,intense_bmean,intense_bvar,intense_smean,intense_svar,intense_rmean,intense_rvar,pitch_bmean,pitch_bvar,pitch_smean,pitch_svar,pitch_rmean,pitch_rvar,form_smeanMD,form_svarMD,intense_smeanMD,intense_svarMD,pitch_smeanMD,pitch_svarMD,pLNr,pLPr,newpster
m13_power.wav,3.401136364,3.810454545,4.067954545,4.182045455,STP,STATUS,1,m,-1,13,1292.277009,62619.15757,1061.293233,29429.9856,1328.313962,60790.40288,50.80232809,200.3264754,56.18677481,266.2844503,56.98589341,198.4568917,90.62414402,98.55968697,102.601283,803.9469824,92.35278334,307.6186357,-67.08256681,-13417.1468,-2.927125189,73.37325034,-54.43461697,-710.1022176,3.932045455,3.817954545,3.740397727
m14_power.wav,3.207555556,3.430222222,3.991777778,3.763111111,NST,STATUS,-1,m,-1,14,1241.195737,61438.74172,1036.789722,31945.55443,1270.421028,76415.65605,55.106999,131.8180472,56.0695028,138.1893885,58.24224692,117.6950476,97.22326823,856.4365894,101.9846607,1741.023838,100.3884994,1727.823255,-91.58607791,-10901.57797,-3.044397199,-54.72181149,-55.05123932,226.9746381,4.008222222,4.236888889,3.720722222
m15_power.wav,2.809047619,3.093255814,4.452380952,3.666976744,NST,STATUS,-1,m,-1,15,1252.224537,44015.12542,1287.529061,55827.3777,1271.633504,49676.96855,60.73760893,141.3874655,58.25326643,170.3409297,61.15741429,198.372749,100.9257329,1165.35774,105.8902722,532.427991,113.0872892,2055.704044,159.1532612,12980.2453,-0.86063357,-22.57027033,-51.14562781,-981.621209,3.547619048,4.333023256,3.445736434
m16_power.wav,4.681304348,4.674130435,3.384565217,4.275217391,SP,SENSE,1,m,-1,16,1186.375571,57124.90434,1091.064207,30156.14056,1247.496961,51532.45762,64.90704791,244.8997914,61.66393378,334.189091,66.3577226,210.8300468,147.5638155,288.43918,156.9752449,482.0228757,145.4626262,297.3642728,-37.31159315,-12690.99184,2.550033779,141.277891,-0.060655052,-1032.026324,4.615434783,3.724782609,4.423913043
m17_power.wav,3.085348837,3.131395349,4.436666667,3.587380952,NS,SENSE,-1,m,-1,17,1277.434635,74303.91961,1078.924421,44901.46509,1283.792668,70317.62371,56.05407729,149.9756933,56.96512156,159.6761433,60.29038263,172.4224767,123.355637,1678.748854,122.3799328,1502.076428,130.4550079,2394.899096,-49.45137918,2054.33269,-2.148778442,-33.23505666,-34.65596723,-11.97277178,3.563333333,4.412619048,3.548174142
m18_power.wav,3.581333333,3.607333333,4.132666667,3.910666667,NS,SENSE,-1,m,-1,18,1255.406617,61940.85669,1054.973231,33779.51793,1217.863298,59508.97491,56.86124438,184.0969088,61.09351938,209.426648,60.14719273,203.1368435,97.82824971,1302.179548,103.6547254,176.4235347,97.76528649,236.0441351,-73.40256938,-9067.61447,1.979619385,16.51544799,-53.38117457,-1337.625665,3.867333333,4.089333333,3.786333333
m19_power.wav,3.357142857,3.809285714,3.928809524,4.103571429,IP,INFO,1,m,-1,19,1258.507163,71554.86755,1030.390047,43528.88266,1255.625718,58857.77832,53.39041021,109.8736758,56.66934889,119.8386065,54.67151714,125.5374446,109.1400457,1409.269478,122.0882977,1955.233485,113.2191499,3742.404904,-97.98575319,681.7502569,-2.444551114,-73.07259347,-34.94760235,441.184285,4.071190476,3.896428571,3.783511905
m20_power.wav,3.696590909,3.855909091,4.227045455,4.197045455,NI,INFO,-1,m,-1,20,1298.395961,63354.40149,1054.104741,32422.1189,1321.502055,67463.39766,53.28647822,138.5052384,56.24132632,201.5267258,57.35771867,173.2268282,88.26288322,422.7937471,110.1435327,1786.541089,101.6590676,753.9747803,-74.2710589,-10425.0135,-2.872573676,8.615525818,-46.89236734,272.4918894,3.772954545,3.802954545,3.782102273
m21_power.wav,3.424090909,3.841363636,4.090681818,4.083181818,NST,STATUS,-1,m,-1,21,1272.594139,59113.70977,1081.898214,32348.07527,1318.590907,59848.70226,53.54036777,246.0361281,63.01339624,191.8062743,60.1569941,186.5328488,101.7451116,161.2944796,110.9032335,441.9190986,103.7287482,482.1076179,-46.47758559,-10499.05713,3.899496237,-1.104925727,-46.13266645,-1072.130101,3.909318182,3.916818182,3.772897727
m22_power.wav,3.876956522,4.130652174,3.905217391,4.384130435,NB,BATNA,-1,m,-1,22,1248.993316,96645.80234,1032.466648,47244.57175,1266.947719,90525.48304,56.62357756,143.8730126,62.63110582,199.6507546,61.69368795,163.3774492,131.3174657,1069.180736,144.7570288,996.2698631,146.1472309,3630.12641,-95.90915167,4397.439348,3.517205817,6.73955456,-12.27887118,-517.7793369,4.094782609,3.615869565,3.929565217
m23_power.wav,3.597209302,3.937674419,3.891162791,4.163023256,IP,INFO,1,m,-1,23,1245.605945,58096.9205,1046.292742,30396.3765,1261.397874,73935.7624,51.22783655,162.0936344,58.33840138,160.0483398,53.54909253,157.3086023,87.55639542,732.598145,95.04990391,540.2743856,95.16609949,2194.945296,-82.08305806,-12450.7559,-0.77549862,-32.86286015,-61.98599609,-973.7748144,4.108837209,3.836976744,3.870174419
m24_power.wav,3.347826087,3.869565217,3.753478261,4.108913043,NB,BATNA,-1,m,-1,24,1281.963166,67108.44736,1075.945776,33239.34355,1302.344732,71826.72254,54.14831035,153.9145137,57.44136328,149.5507228,56.33451087,171.1412861,99.52120748,432.6695539,109.2258555,771.5687078,106.1629597,222.5358486,-52.43002358,-9607.788851,-1.672536718,-43.36047721,-47.81004448,-742.4804922,4.246521739,3.891086957,3.83875
m25_power.wav,3.756818182,4.241818182,3.711818182,4.469545455,SP,SENSE,1,m,-1,25,1283.737127,63124.60736,1085.590248,34951.28852,1292.707333,75115.45181,54.45050604,103.850739,58.68360009,125.6577371,54.78912601,148.6357588,106.3680803,162.0243275,118.8526334,1099.882695,111.2504978,563.3062949,-42.78555204,-7895.843883,-0.430299909,-67.25346288,-38.18326664,-414.1665045,4.288181818,3.530454545,3.954318182
m26_power.wav,3.553409091,4.044772727,3.719772727,4.2275,NI,INFO,-1,m,-1,26,1303.977507,63638.88434,1291.177201,62295.71682,1291.465851,60030.75587,53.59625045,162.6022067,58.14088789,219.8168937,58.83202723,173.0508639,96.78955383,2537.43521,111.6397,2601.035376,105.7594054,2466.132286,162.8014014,19448.58442,-0.973012105,26.90569374,-45.39619996,1086.986176,4.280227273,3.7725,3.912727273
m27_power.wav,4.24106383,4.543695652,3.427391304,4.539361702,NS,SENSE,-1,m,-1,27,1246.229156,58242.86083,1050.179752,27801.71667,1246.234428,66109.22767,59.586117,151.6928702,63.69994387,178.2661469,60.87584053,171.7372026,100.7833374,267.7882302,111.2684753,997.9218802,111.0965922,1335.054863,-78.19604771,-15045.41573,4.586043868,-14.64505311,-45.76742471,-516.1273198,4.572608696,3.460638298,4.204501619
m28_power.wav,3,3.613863636,4.197727273,3.931818182,NS,SENSE,-1,m,-1,28,1294.723317,70713.0483,1069.888827,29839.65025,1315.413748,76706.33328,55.07989764,140.2221453,55.46955214,160.0132227,57.63558019,144.6286206,124.7498987,657.7202672,128.2441075,1156.174556,132.7583476,2285.448554,-58.48697265,-13007.48215,-3.644347857,-32.89797726,-28.79179252,-357.8746441,3.802272727,4.068181818,3.621079545
m29_power.wav,2.889047619,2.78547619,4.428571429,3.380714286,NS,SENSE,-1,m,-1,29,1281.088962,60933.46141,1073.568099,31646.13734,1295.411122,60327.17552,53.08474661,152.0193214,48.23097572,185.034465,52.51201669,195.0275272,88.59242009,146.9311076,94.93356657,44.42057466,88.95736631,30.89788498,-54.80770061,-11200.99506,-10.88292428,-7.876734988,-62.10233343,-1469.628625,3.571428571,4.619285714,3.466309524
m30_power.wav,2.681555556,3.229555556,3.941333333,3.608,SP,SENSE,1,m,-1,30,1305.860483,66123.24921,1295.996767,70744.15685,1309.734634,66342.14466,51.87202869,168.3729323,58.81960325,151.0683444,56.10626808,173.7460986,97.68294212,366.5325768,99.08163915,159.8004896,95.88634742,334.8738149,167.6209671,27897.02445,-0.294296751,-41.84285558,-57.95426085,-1354.24871,4.058666667,4.392,3.590444444
m31_power.wav,2.890869565,3.33326087,4.290217391,3.767826087,STP,STATUS,1,m,-1,31,1379.438742,56717.84444,1064.253761,28880.22671,1324.734013,65281.8041,47.85274543,122.0727831,53.82041621,135.0922547,53.44157239,92.07815905,113.249313,520.1738562,112.4858013,311.4037349,108.6040619,368.5277618,-64.12203949,-13966.90569,-5.293483785,-57.81894529,-44.55009871,-1202.645465,3.709782609,4.232173913,3.541521739
m32_power.wav,4.348,4.326222222,3.666666667,4.400222222,STP,STATUS,1,m,-1,32,1219.782379,73628.39067,1035.67978,38461.51377,1255.931872,78179.52398,60.73236008,95.28628562,65.83152776,207.794811,63.19438768,144.6605224,83.96647077,76.76353327,106.5956735,287.4873491,91.32426964,123.9798861,-92.69602024,-4385.618634,6.717627764,14.88361103,-50.44022654,-1226.561851,4.333333333,3.599777778,4.151833333
m33_power.wav,1.917777778,2.274,5.007555556,2.962888889,NST,STATUS,-1,m,-1,33,1237.322268,80261.02631,1090.12061,42146.18278,1258.668709,82055.96716,59.48940136,114.5460297,52.45929356,129.9141493,60.57835768,101.204804,143.6517555,551.9002564,144.2204066,1361.723037,140.7407679,716.998173,-38.25519002,-700.9496248,-6.654606439,-62.99705073,-12.81549341,-152.3261634,2.992444444,5.037111111,3.055333333
m34_power.wav,4.196363636,4.409090909,3.620909091,4.181590909,STP,STATUS,1,m,-1,34,1260.258335,61659.81056,1238.547302,78927.28482,1278.310179,69201.33009,57.65619494,191.4014434,60.17041937,226.2475179,60.38165979,222.8674505,111.4053201,716.6387077,124.4109903,1985.051004,119.8789277,981.4069649,110.1715022,36080.15242,1.056519373,33.33631789,-32.62490967,471.0018037,4.379090909,3.818409091,4.200738636
m35_power.wav,3.976046512,4.464418605,3.651627907,4.294651163,NI,INFO,-1,m,-1,35,1273.879745,65428.68003,1044.369073,40690.75718,1149.600656,76930.38977,51.09375738,157.1330429,59.97319302,160.8516721,61.85967112,99.88037152,101.56612,5860.885575,98.77334703,2842.530853,106.795859,7345.493176,-84.00672684,-2156.37522,0.859293018,-32.05952794,-58.26255297,1328.481653,4.348372093,3.705348837,4.123546512
m36_power.wav,3.828222222,4.214888889,3.592666667,4.362888889,NB,BATNA,-1,m,-1,36,1248.897773,59942.24626,1263.591361,74271.95155,1276.876501,73397.39964,56.56955258,156.8934563,60.88833829,175.3209945,62.19378349,109.5559747,109.2145767,457.8938621,117.5812507,256.0625449,113.2207092,981.096482,135.2155614,31424.81915,1.774438291,-17.59020554,-39.45464926,-1257.986655,4.407333333,3.637111111,4.021888889
m37_power.wav,4.690232558,4.901136364,3.552272727,4.825909091,SP,SENSE,1,m,-1,37,1238.025278,69586.55986,1070.33825,36792.17831,1223.391818,66977.39735,57.13664009,240.2793287,65.63450682,272.9354146,70.23297674,136.8179041,94.0865323,296.6167815,104.1732413,284.2894914,110.0092673,2857.667214,-58.03755048,-6054.954091,6.52060682,80.02421465,-52.86265872,-1229.759709,4.447727273,3.174090909,4.303296776
m38_power.wav,2.896222222,3.282222222,4.481333333,3.851777778,NB,BATNA,-1,m,-1,38,1323.293043,73960.94317,1102.095226,36510.01369,1321.416124,66418.81757,47.9433193,97.28977573,53.70702469,135.1389771,53.63207513,95.35885742,98.89003225,1467.43964,113.6230335,1072.724209,107.1266982,2022.045453,-26.28057449,-6337.118709,-5.406875308,-57.77222289,-43.41286654,-441.3249906,3.518666667,4.148222222,3.461333333
m40_power.wav,4.169574468,4.439574468,3.553404255,4.382765957,BP,BATNA,1,m,-1,40,1260.234033,57110.93084,1050.312999,27867.64804,1300.849131,78568.33502,62.97355923,167.6920353,62.97138213,218.1497593,64.93386508,120.5478865,114.23754,235.0756514,117.8043103,590.8982226,113.7459367,880.7899654,-78.06280058,-14979.48436,3.857482133,25.23855927,-39.23158969,-923.1509774,4.446595745,3.617234043,4.168244681
m41_power.wav,3.622173913,3.891086957,3.702826087,4.209565217,NS,SENSE,-1,m,-1,41,1216.140195,66691.93943,1020.890983,41254.10826,1244.353045,65937.19619,59.75511386,182.1409467,59.93261659,187.6064237,57.2238863,214.2911427,110.1001737,721.2792488,120.3518912,1490.850795,118.6655009,4443.774335,-107.4848167,-1593.024144,0.818716587,-5.30477628,-36.68400882,-23.19840457,4.297173913,3.790434783,3.900217391
m42_power.wav,2.548,2.963111111,4.341333333,3.666444444,STP,STATUS,1,m,-1,42,1367.359963,55343.68323,1072.175698,28420.07548,1331.899578,64654.82133,45.9362295,146.0729259,51.65292726,140.5027088,52.78251152,150.393912,96.66715846,164.7960967,103.2943537,384.0743171,104.7592464,583.9578244,-56.20010156,-14427.05692,-7.460972741,-52.40849125,-53.74154632,-1129.974883,3.658666667,4.333555556,3.375833333
m43_power.wav,3.925555556,4.304,3.518222222,4.451777778,IP,INFO,1,m,-1,43,1264.886157,54935.68595,1166.765722,64756.45382,1237.25662,65845.97884,56.09437285,191.248887,60.82590631,282.4414676,55.04939192,320.0952165,98.98883886,225.455444,111.3924374,393.1498413,105.5327617,1144.055359,38.38992241,21909.32142,1.712006306,89.53026758,-45.64346261,-1120.899359,4.481777778,3.548222222,4.064888889
m44_power.wav,4.31,4.606590909,3.178222222,4.318888889,NI,INFO,-1,m,-1,44,1225.471218,99267.27498,1034.933767,43534.3534,1340.603821,129382.5294,58.92189746,156.2190674,60.19141213,193.745291,59.28609671,130.8542149,91.03338962,716.9550299,100.227714,376.2498864,93.63448606,82.62188395,-93.44203279,687.2209955,1.077512127,0.834091043,-56.80818595,-1137.799314,4.821777778,3.681111111,4.354869949
m45_power.wav,2.417272727,2.628863636,4.643181818,3.189545455,NS,SENSE,-1,m,-1,45,1349.558773,75777.14435,1074.618462,41723.31699,1348.867669,66861.50701,46.77552214,70.550829,51.56621003,95.4794619,53.9251123,82.37359577,106.936383,3000.132644,96.64986755,2740.86705,90.13324543,69.93724939,-53.75733825,-1123.815409,-7.547689973,-97.4317381,-60.38603245,1226.81785,3.356818182,4.810454545,3.303352273
m46_power.wav,3.841190476,4.357142857,3.881428571,4.317619048,BP,BATNA,1,m,-1,46,1436.175241,96432.91449,1379.923754,107176.3737,1377.166476,99974.12446,57.04235124,180.6234429,58.45000224,189.0648668,55.61902111,180.6540391,96.03514595,602.5941082,131.6985017,1628.640645,116.6043165,4959.815325,251.5479544,64329.24127,-0.663897763,-3.846333172,-25.33739828,114.5914447,4.118571429,3.682380952,3.999821429
m47_power.wav,5.043478261,5.166304348,2.812173913,4.673913043,SP,SENSE,1,m,-1,47,1311.476566,61787.53511,1019.280173,36476.42946,1295.292197,56859.8835,54.86768183,207.4375507,62.88386424,284.9701839,65.63589916,163.599381,92.22574354,338.6494375,115.7091968,785.1371002,102.6901303,188.9432308,-109.0956268,-6370.70294,3.769964244,92.05898388,-41.32670318,-728.9120998,5.187826087,3.326086957,4.680923913
m48_power.wav,2,2.14744186,4.836744186,2.907209302,NS,SENSE,-1,m,-1,48,1363.433894,99125.00162,1035.861994,49821.26515,1326.934814,87876.88869,47.91813016,131.0495617,48.03797615,134.9211516,53.06468445,151.4500592,116.6903289,538.7183136,131.8231041,1270.546625,126.582383,1066.354301,-92.51380633,6974.132746,-11.07592385,-57.99004838,-25.21279592,-243.502575,3.163255814,5.092790698,3.100872093
m50_power.wav,1.969772727,2.295,5.105681818,2.97,NST,STATUS,-1,m,-1,50,1273.130613,52899.0826,1043.646488,36321.93965,1305.891558,59498.63407,46.14713778,100.8373889,54.45717855,123.381529,52.12079475,126.0357383,91.58049497,2035.082854,89.70881494,737.227567,87.16052176,216.355962,-84.72931156,-6525.192752,-4.656721449,-69.52967096,-67.32708506,-776.821633,2.894318182,5.03,3.047272727
m51_power.wav,4.340681818,4.674772727,3.5375,4.689772727,IP,INFO,1,m,-1,51,1250.234565,70137.67375,1040.562111,32777.63574,1270.116322,62374.46035,56.33751734,135.0178908,64.33068919,297.7268398,57.45512251,284.4478363,103.5747094,476.7368242,174.8990275,1710.43963,133.3262872,1005.533835,-87.81368889,-10069.49666,5.216789195,104.8156398,17.86312751,196.3904295,4.4625,3.310227273,4.197045455
m52_power.wav,3.652,3.881777778,3.770444444,4.289111111,NB,BATNA,-1,m,-1,52,1274.162563,46838.55124,1086.064903,37949.56569,1296.72977,57757.27292,61.81436203,140.7950451,60.37531232,282.6652758,62.23230525,145.7163482,94.23177309,516.1504657,100.901287,518.7544425,93.00600189,84.50976326,-42.31089741,-4897.566706,1.261412322,89.75407577,-56.13461297,-995.2947575,4.229555556,3.710888889,3.868555556
m53_power.wav,3.705348837,4.131395349,3.388139535,4.395116279,IP,INFO,1,m,-1,53,1293.355363,60167.24926,1075.72259,30140.77048,1247.239583,61655.52393,55.96895259,200.9722876,59.96545945,251.283483,63.31102531,155.712559,121.2385979,189.2535422,132.359591,272.6203385,131.3547941,643.6308851,-52.65320953,-12706.36192,0.85155945,58.372283,-24.67630904,-1241.428862,4.611860465,3.604883721,4.013372093
m54_power.wav,3.407111111,3.807555556,3.858888889,4.126222222,NI,INFO,-1,m,-1,54,1247.265652,60510.25029,1267.848316,67238.61089,1254.238152,63640.82151,56.78122188,196.5593234,60.19780214,288.426184,62.9463703,178.3112787,114.4936399,215.1904489,129.2346219,543.5552085,120.2864431,181.0162738,139.4725159,24391.47849,1.083902137,95.51498395,-27.80127807,-970.4939915,4.141111111,3.873777778,3.807388889
m55_power.wav,3.713023256,4.209534884,3.767209302,4.271627907,SP,SENSE,1,m,-1,55,1272.435515,73845.57305,1012.532128,36022.58102,1207.728318,71863.45333,50.89753477,190.1110907,55.20447159,289.4371163,58.4263815,193.8340335,96.52478446,627.1810309,112.5555384,1802.661119,116.7175439,6020.57103,-115.843672,-6824.551383,-3.909428405,96.52591626,-44.48036156,288.611919,4.232790698,3.728372093,3.970930233
m56_power.wav,3.558837209,4.18627907,4.177906977,4.386744186,IP,INFO,1,m,-1,56,1248.381073,43270.26976,1121.837962,31852.56998,1272.777579,54133.04048,53.77201331,171.7265648,56.93567988,200.9422469,59.80820362,145.1217797,98.65189781,385.3031967,118.1362375,560.8187728,107.1730757,1707.173143,-6.537837536,-10994.56242,-2.178220121,8.031046941,-38.89966254,-953.2304272,3.822093023,3.613255814,3.795116279
m57_power.wav,3.604883721,4.18627907,3.867674419,4.325813953,IP,INFO,1,m,-1,57,1278.343234,64286.52391,1049.151414,31588.98444,1250.01798,62344.88154,55.24925087,142.3021128,56.78630773,240.779756,59.0655805,128.643401,94.40630276,213.5756709,105.1903442,506.0703491,96.5501594,589.0521715,-79.22438586,-11258.14796,-2.327592265,47.86855595,-51.8455558,-1007.978851,4.132325581,3.674186047,3.899418605
m58_power.wav,3.931363636,4.196818182,3.5975,4.25,NI,INFO,-1,m,-1,58,1245.38964,80055.81833,1040.604655,33864.18845,1218.487128,65339.1348,54.87883236,151.5172071,54.46310508,283.4727485,60.97326386,113.7499048,125.5386385,2337.409947,136.2576836,2517.275139,127.5364772,1682.63511,-87.77114509,-8982.943952,-4.650794922,90.56154852,-20.7782164,1003.225939,4.4025,3.75,4.070170455
m60_power.wav,2.780227273,3.029772727,4.295454545,3.735227273,STP,STATUS,1,m,-1,60,1311.592016,73425.19946,1075.912379,43345.89962,1345.93975,75194.71534,54.24869219,168.3968131,59.67232414,252.4935746,56.09517563,119.4227109,117.6171665,250.1273315,126.4634738,345.0058864,117.676622,239.4306641,-52.46342126,498.7672218,0.558424144,59.58237461,-30.57242624,-1169.043314,3.704545455,4.264772727,3.444829545
m61_power.wav,4.413095238,4.745238095,3.301904762,4.57952381,IP,INFO,1,m,-1,61,1259.810469,56980.41731,1273.275511,69003.3969,1283.701171,57684.96612,63.79239979,211.706263,67.52735065,236.8826829,68.41894089,186.9734497,106.5784149,266.8511782,119.9964896,573.1024331,117.2574924,2002.335981,144.8997111,26156.2645,8.413450652,43.97148289,-37.03941039,-940.9467669,4.698095238,3.42047619,4.31922619
m62_power.wav,3.118222222,3.792444444,3.985111111,3.896,BP,BATNA,1,m,-1,62,1246.548492,60224.47742,1086.733818,41101.02992,1244.5504,71049.75448,55.20992562,137.580714,52.59362892,61.04764375,58.93255196,148.55982,105.0394137,407.7804429,113.6337703,1139.356291,110.4051044,678.5332475,-41.64198204,-1746.102475,-6.520271078,-131.8635563,-43.40212973,-374.6929086,4.014888889,4.104,3.757388889
m63_power.wav,4.222444444,4.681333333,3.185555556,4.681111111,NS,SENSE,-1,m,-1,63,1242.155829,53693.56311,1218.233967,58363.53374,1272.200794,53493.57572,58.34714199,202.2470691,59.47717427,286.3951243,55.88701172,317.7388905,103.0319561,435.6610432,123.3814073,1037.83306,120.0013694,2153.462945,89.85816685,15516.40134,0.363274269,93.48392434,-33.65449266,-476.2161399,4.814444444,3.318888889,4.259277778
m64_power.wav,3.696222222,3.926222222,3.733777778,4.052666667,BP,BATNA,1,m,-1,64,1308.813944,64456.48802,1105.811736,35958.83572,1326.462518,72338.08172,60.20217238,199.3416978,60.72297987,236.877881,60.98608512,221.8352321,114.9787164,3281.688906,121.3848357,4706.31901,116.4193036,1823.66629,-22.56406399,-6888.29668,1.609079867,43.96668101,-35.65106431,3192.26981,4.266222222,3.947333333,3.959
m65_power.wav,2.83804878,3.04902439,4.503902439,3.487560976,STP,STATUS,1,m,-1,65,1320.37291,98294.75414,1094.421856,31838.68633,1289.911367,89159.11115,51.3264282,211.4597789,53.25551013,224.4774869,56.08991913,212.8651367,98.88163735,1073.34239,109.0688098,1654.717971,104.8011841,2963.609427,-33.95394449,-11008.44607,-5.858389873,31.56628687,-47.96709022,140.668771,3.496097561,4.512439024,3.473902439
m66_power.wav,4.356666667,4.532142857,3.626666667,4.158095238,SP,SENSE,1,m,-1,66,1343.685971,71776.98524,1033.280549,34088.50071,1307.568672,82051.59564,53.10583124,186.5844493,65.09649701,197.8368168,60.99911473,160.717836,109.5542667,249.3135427,127.4830987,342.1460743,117.4619351,794.6527879,-95.09525133,-8758.631691,5.982597006,4.92561677,-29.55280128,-1171.903126,4.373333333,3.841904762,4.276011905
m67_power.wav,4.015116279,4.271860465,3.682093023,4.240697674,NST,STATUS,-1,m,-1,67,1227.525387,67264.01809,1043.938873,40848.80151,1256.365174,76699.61112,48.81852144,123.5762318,52.72791235,216.4698854,54.20108571,141.8983687,93.34954648,1884.624518,104.6483159,2314.667093,105.7654791,4320.79659,-84.43692651,-1998.330885,-6.385987653,23.55868538,-52.38758408,800.6178934,4.317906977,3.759302326,4.091046512
m68_power.wav,3.945813953,4.403488372,3.496046512,4.588604651,BP,BATNA,1,m,-1,68,1314.435075,62119.66001,1074.006307,31432.11786,1316.718144,58708.32521,50.91756998,165.0609322,58.6268926,306.1527257,52.47888337,293.2116803,92.05188664,289.8440494,110.36127,1536.908627,102.375634,978.4968974,-54.36949315,-11415.01454,-0.487007397,113.2415257,-46.67463003,22.8594273,4.503953488,3.411395349,4.066162791
